,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_year,scaled_risk,age_at_policy_inception
570,158,33,509489,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N,Middle Aged,13.166666666666666,22971.093333333338,-13428.906666666662,2013,0.12894041717139793,19.833333333333336
571,241,39,485295,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N,Middle Aged,20.083333333333332,25316.246666666666,-12203.753333333334,2005,0.1178459117664606,18.916666666666668
572,103,33,361829,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014,N,Middle Aged,8.583333333333334,8764.785,-70325.215,1994,0.26112446911840786,24.416666666666664
573,402,54,603632,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y,Middle Aged,33.5,43050.51499999999,-24719.485000000008,2003,0.12788080842499241,20.5
574,102,32,783494,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y,Middle Aged,8.5,13065.095000000001,-34334.905,2014,0.219249023570548,23.5
575,182,40,439049,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,2008,N,Middle Aged,15.166666666666666,15506.703333333333,-55593.29666666667,2011,0.23386801423287662,24.833333333333336
576,282,46,502634,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N,Middle Aged,23.5,36633.21,-32766.79,1991,0.15516563828708024,22.5
577,222,39,378588,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996,Y,Middle Aged,18.5,32520.594999999998,-22479.405000000002,2004,0.13905022239058776,20.5
578,415,52,794731,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N,Middle Aged,34.583333333333336,33666.875,-17423.125,2015,0.12185222004706292,17.416666666666664
579,51,34,641934,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y,Middle Aged,4.25,6080.9,-58119.1,2013,0.26521568674276463,29.75
580,255,45,113516,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N,Middle Aged,21.25,25335.7375,-41984.2625,1990,0.19366026404130843,23.75
581,143,31,425631,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,1999,N,Middle Aged,11.916666666666666,13868.974166666667,-62251.02583333333,2014,0.24298891077075307,19.083333333333336
582,130,28,542245,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N,Young Adult,10.833333333333334,10867.458333333334,-74152.54166666667,1991,0.2568046706586378,17.166666666666664
583,242,41,512894,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009,N,Middle Aged,20.166666666666668,23263.056666666667,-44826.94333333333,1990,0.202475758839839,20.833333333333332
584,96,27,633090,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N,Young Adult,8.0,13048.8,7018.799999999999,2009,-0.2605345257432527,19.0
585,180,35,464234,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N,Middle Aged,15.0,18787.2,13687.2,2005,-0.646675607819709,20.0
586,150,30,290162,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N,Young Adult,12.5,20965.75,16375.75,1994,-0.8712629068418888,17.5
587,463,59,638155,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y,Elderly,38.583333333333336,37801.24916666667,-34598.75083333333,1994,0.15662387063869093,20.416666666666664
588,472,64,911429,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N,Elderly,39.333333333333336,38910.10666666667,-31989.893333333333,2012,0.14984361081215494,24.666666666666664
589,75,25,106186,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N,Young Adult,6.25,8686.625,-56413.375,2011,0.2553786109477538,18.75
590,193,40,311783,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N,Middle Aged,16.083333333333332,19844.420833333334,-44415.57916666666,2005,0.21081887698639837,23.916666666666668
591,43,43,528385,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,?,2,1,?,79970,7270,21810,50890,Honda,CRV,1996,Y,Middle Aged,3.5833333333333335,4731.397500000001,-75238.6025,1997,0.2742489624616733,39.416666666666664
592,253,41,228403,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,Middle Aged,21.083333333333332,30256.48083333333,-26353.51916666667,2004,0.1534845895323128,19.916666666666668
593,152,30,209177,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,84590,7690,7690,69210,Toyota,Highlander,2000,Y,Young Adult,12.666666666666666,18348.173333333332,-66241.82666666666,2009,0.23417035795603117,17.333333333333336
594,160,38,497929,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N,Middle Aged,13.333333333333334,23114.133333333335,-43665.86666666667,2009,0.20133952978542627,24.666666666666664
595,56,36,735844,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N,Middle Aged,4.666666666666667,7154.326666666666,-51345.67333333333,2009,0.25820874466702964,31.333333333333332
596,286,41,710741,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N,Middle Aged,23.833333333333332,26378.018333333333,21378.018333333333,2001,-1.0511239857203603,17.166666666666668
597,3,29,276804,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,5000,500,1000,3500,Mercedes,E400,2008,Y,Young Adult,0.25,248.925,-4751.075,1992,0.2766321095915052,28.75
598,286,41,507545,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N,Middle Aged,23.833333333333332,30955.925,-23494.075,1998,0.14483384595705676,17.166666666666668
599,239,38,485642,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,93,2003,N,Middle Aged,19.916666666666668,25428.205833333333,-36491.79416666667,1990,0.18494179575054223,18.083333333333332
600,64,29,796375,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,?,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y,Young Adult,5.333333333333333,6412.16,-37287.84,2011,0.25200035034128215,23.666666666666668
601,98,31,171183,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,64080,7120,7120,49840,Ford,Escape,1997,N,Middle Aged,8.166666666666666,5487.346666666666,-58592.653333333335,1990,0.2675240496742592,22.833333333333336
602,16,35,110084,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y,Middle Aged,1.3333333333333333,1810.7066666666667,-53189.293333333335,1990,0.2809166117783352,33.666666666666664
603,70,27,714784,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400,0,550,3850,Toyota,Camry,2000,N,Young Adult,5.833333333333333,5884.608333333334,1484.6083333333336,2004,-0.05052299450150318,21.166666666666668
604,75,27,143924,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N,Young Adult,6.25,7131.874999999999,-64508.125,1993,0.2639876072447895,20.75
605,246,44,996850,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N,Middle Aged,20.5,28638.5,-33101.5,1995,0.17142640185042984,23.5
606,110,27,284834,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,?,0,3,?,57500,5750,5750,46000,Audi,A3,2010,N,Young Adult,9.166666666666666,15259.383333333333,-42240.61666666667,2009,0.22185440616517627,17.833333333333336
607,236,39,830878,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,?,8700,870,1740,6090,Accura,RSX,2003,N,Middle Aged,19.666666666666668,22644.003333333334,13944.003333333334,1996,-0.37201779791132633,19.333333333333332
608,267,46,270208,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,Jetta,1996,N,Middle Aged,22.25,34398.7225,-42701.2775,2004,0.17592336343740753,23.75
609,463,57,407958,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N,Elderly,38.583333333333336,41039.934166666666,-18360.065833333334,1991,0.11373802499064775,18.416666666666664
610,303,46,832300,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N,Middle Aged,25.25,17905.785,-36984.215,2005,0.20639855216715575,20.75
611,137,30,927205,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,?,2,1,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N,Young Adult,11.416666666666666,11868.195833333333,-62161.80416666667,2011,0.24854880618204117,18.583333333333336
612,56,42,655356,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,?,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N,Middle Aged,4.666666666666667,6250.486666666668,-55239.513333333336,1996,0.26345433162408366,37.333333333333336
613,75,27,831053,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N,Young Adult,6.25,7517.1875,-72042.8125,1992,0.26527502877480846,20.75
614,131,33,432740,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,?,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N,Middle Aged,10.916666666666666,11802.772500000001,6902.772500000001,1990,-0.3227194145756058,22.083333333333336
615,153,34,893853,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,Middle Aged,12.75,12640.2225,-65129.7775,1994,0.2479854257744339,21.25
616,255,43,594988,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,Maxima,2007,Y,Middle Aged,21.25,20910.425,-53789.575,2007,0.21815892173994864,21.75
617,103,26,979544,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010,N,Young Adult,8.583333333333334,11628.957499999999,-28971.042500000003,2014,0.2165068785932762,17.416666666666664
618,97,28,191891,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,Wrangler,2006,N,Young Adult,8.083333333333334,6711.6725,-38558.3275,2010,0.2516122806419464,19.916666666666664
619,214,36,831479,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,93,2006,N,Middle Aged,17.833333333333332,17608.989999999998,-29471.010000000002,2000,0.19425102326287572,18.166666666666668
620,438,57,714346,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,?,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y,Elderly,36.5,40854.085,154.08499999999913,1991,0.03424320292628812,20.5
621,87,27,326289,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N,Young Adult,7.25,7600.8275,-27049.1725,2004,0.2335471140451703,19.75
622,27,28,944537,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200,400,400,2400,Jeep,Grand Cherokee,2012,N,Young Adult,2.25,2417.5575000000003,-782.4424999999997,1992,0.09733010576976796,25.75
623,206,42,779156,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,?,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,Y,Middle Aged,17.166666666666668,21128.046666666665,-57851.95333333334,1993,0.22131302738476383,24.833333333333332
624,127,31,856153,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200,0,2015-01-13,Parked Car,?,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,N,Middle Aged,10.583333333333334,13282.295,7122.295,2002,-0.25856203605742006,20.416666666666664
625,422,60,473338,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,N,Elderly,35.166666666666664,54702.45333333333,-30547.54666666667,2010,0.1262479681883804,24.833333333333336
626,303,50,521694,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N,Middle Aged,25.25,21111.7775,-51728.2225,1997,0.21564043621018417,24.75
627,228,40,136520,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,2015-01-18,Parked Car,?,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,?,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,N,Middle Aged,19.0,27568.620000000003,21518.620000000003,1997,-0.8684922489719619,21.0
628,239,39,730819,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,Y,Middle Aged,19.916666666666668,12449.51,-75440.49,1990,0.25329171407375883,19.083333333333332
